UMTS,208,1,1307,34093753,0,2.216727,49.88715,5836,99,1,1308983831,1309753205,0
UMTS,208,1,1307,34101743,0,2.212249,49.86933,7860,17,1,1308983831,1309753433,0
UMTS,208,1,1307,34083789,0,2.153417,49.850876,1894,35,1,1308983831,1309753072,0
UMTS,208,1,1307,34097066,0,2.120263,49.841734,1049,21,1,1308983831,1309752997,0
UMTS,208,1,1307,34134221,0,2.068384,49.831673,5248,81,1,1308983831,1309752946,0
UMTS,208,1,1307,34134222,0,2.01619,49.812256,1632,31,1,1308983831,1309752781,0
UMTS,208,1,1307,34111617,0,1.978478,49.809736,6463,76,1,1308983831,1309752852,0
UMTS,208,1,1307,34111869,0,1.943563,49.811171,10555,112,1,1308983832,1309752564,0
UMTS,208,1,1307,34141452,0,1.878678,49.814073,2334,43,1,1308983832,1309751285,0
UMTS,208,1,1307,34090852,0,1.822897,49.804821,3758,57,1,1308983832,1309751178,0
UMTS,208,1,1312,15850827,0,1.7702,49.787742,2999,23,1,1308983832,1309751005,0
UMTS,208,1,1312,15850857,0,1.7845916748047,49.792098999023,1000,1,1,1308899685,1308899685,0
UMTS,208,1,1312,15854517,0,1.708248,49.762533,6230,43,1,1308983833,1309751025,0
UMTS,208,1,1312,15850859,0,1.748199,49.781525,1300,30,1,1308983833,1309750987,0
UMTS,208,1,1312,15850829,0,1.702302,49.761888,3240,87,1,1308983833,1309750900,0
UMTS,208,1,1312,15854518,0,1.64546,49.741717,1471,32,1,1308983833,1309750695,0
UMTS,208,1,1312,15797168,0,1.597824,49.739526,3015,60,1,1308983833,1309750620,0
GSM,208,1,37121,48999,0,1.567154,49.735794,1000,3,1,1308900402,1308900402,0
GSM,208,1,37121,9331,0,1.562393,49.735245,1000,5,1,1308900417,1308900417,0
UMTS,208,1,1312,15839945,0,1.523739,49.745787,3530,80,1,1308983835,1309750503,0
UMTS,208,1,1312,15853898,0,1.487907,49.750721,10680,53,1,1308983835,1309750380,0
UMTS,208,1,1312,15794213,0,1.472717,49.741562,1000,10,1,1308983835,1309750264,0
GSM,208,1,37121,30957,0,1.467361,49.734421,1000,3,1,1308900765,1308900765,0
UMTS,208,1,1312,15853468,0,1.463242,49.732132,1000,3,1,1308983835,1309582677,0
UMTS,208,1,1312,15794214,0,1.414989,49.716839,4581,113,1,1308983835,1309750202,0
GSM,208,1,37121,18064,0,1.44538,49.73011,4677,14,1,1308983835,1309750251,0
GSM,208,1,37121,3336,0,1.453629,49.726639,1000,3,1,1308900813,1308900813,0
UMTS,208,1,1312,15849177,0,1.342077,49.681706,2106,57,1,1308983836,1309749862,0
UMTS,208,1,1312,15850757,0,1.275196,49.655808,6486,69,1,1308983836,1309749822,0
GSM,208,1,37121,2114,0,1.304045,49.662904,1556,13,1,1308901283,1308901283,0
GSM,208,1,37121,16849,0,1.294402,49.660111,1935,18,1,1308983836,1309749712,0
UMTS,208,1,1312,15850759,0,1.230455,49.644297,9290,59,1,1308983836,1309749526,0
GSM,208,1,37121,21890,0,1.258177,49.655739,5889,13,1,1308983837,1309749739,0
GSM,208,1,37121,50301,0,1.153392,49.634343,2060,24,1,1308901782,1308901782,0
GSM,208,1,37121,60668,0,1.094639,49.635359,4422,22,1,1308983837,1309749060,0
GSM,208,1,37121,3671,0,1.091537,49.636917,1000,3,1,1308901862,1308901862,0
GSM,208,1,37378,992,0,1.063799,49.637843,2982,52,1,1308983837,1309749185,0
UMTS,208,1,1312,15799867,0,1.039581,49.638978,1000,2,1,1308901993,1308901993,0
UMTS,208,1,1312,15847064,0,1.025986,49.639938,1000,5,1,1308902007,1308902007,0
UMTS,208,1,1312,15841859,0,0.990045,49.643392,2247,7,1,1308983837,1380769205,0
UMTS,208,1,1312,15841260,0,0.954247,49.653489,5004,92,1,1308983837,1408433870,0
GSM,208,1,37121,16707,0,0.986201,49.645862,5304,43,1,1308983837,1309749033,0
UMTS,208,1,1312,15817714,0,0.900497,49.657944,4519,45,1,1308983838,1408433870,0
UMTS,208,1,1312,15841789,0,0.850984,49.653342,5920,95,1,1308983838,1408433870,0
GSM,208,1,37121,10231,0,0.825348,49.655914,1000,6,1,1308902468,1308902468,0
GSM,208,1,37121,63805,0,0.907209,49.576528,11188,4,1,1308983838,1315527238,0
GSM,208,1,37121,28326,0,0.807576,49.655376,1738,34,1,1308983838,1309748646,0
GSM,208,1,37121,28806,0,0.784189,49.648631,1392,17,1,1308983838,1309748571,0
UMTS,208,1,1312,15831877,0,0.729265,49.641188,11145,112,1,1308983838,1408433870,0
UMTS,208,1,1312,15821939,0,0.753637,49.640255,5295,7,1,1308983838,1408433804,0
UMTS,208,1,1312,15831878,0,0.64152,49.629605,7878,70,1,1308983838,1408433870,0
UMTS,208,1,1312,15837771,0,0.610084,49.626847,1937,60,1,1308983839,1408433870,0
UMTS,208,1,1312,15816473,0,0.581669,49.620478,1301,34,1,1308983839,1395381649,0
UMTS,208,1,1312,15839918,0,0.532306,49.612369,7665,130,1,1308983839,1408433870,0
UMTS,208,1,1312,15822067,0,0.463708,49.597368,7601,55,1,1308983839,1408433870,0
UMTS,208,1,1312,15839919,0,0.475562,49.601318,3164,39,1,1308983839,1408433870,0
UMTS,208,1,1312,15822068,0,0.405252,49.574925,4185,77,1,1308983839,1408433870,0
UMTS,208,1,1312,15837007,0,0.406723,49.573746,1000,3,1,1308903436,1308903436,0
UMTS,208,1,1312,15822070,0,0.401268,49.574533,3630,56,1,1308983839,1408433870,0
UMTS,208,1,1312,15831198,0,0.39207458496094,49.569625854492,1000,1,1,1308903471,1308903471,0
UMTS,208,1,1312,15830747,0,0.339202,49.556776,2171,56,1,1308983840,1408433870,0
UMTS,208,1,1312,15830748,0,0.319805,49.536839,1000,8,1,1308983840,1380534115,0
UMTS,208,1,1312,15830749,0,0.309837,49.527135,4112,17,1,1308983840,1408433804,0
GSM,208,1,37122,10920,0,0.307105,49.504395,2931,8,1,1308983840,1319011148,0
UMTS,208,1,25362,61684482,0,0.294178,49.513517,1000,7,1,1308903859,1308903859,0
GSM,208,1,22785,62186,0,0.271704,49.389672,27025,1192,1,1308983840,1639581262,0
UMTS,208,1,1312,15801437,0,0.281255,49.504843,1883,46,1,1308983840,1408433804,0
UMTS,208,1,1312,15801438,0,0.265677,49.492886,1000,25,1,1308983840,1408433804,0
UMTS,208,1,1312,15796899,0,0.266016,49.481925,2418,29,1,1308983840,1408433804,0
UMTS,208,1,1312,15806797,0,0.266419,49.477386,1000,6,1,1308904079,1308904079,0
UMTS,208,1,1312,15805427,0,0.26928,49.473724,1001,12,1,1308983840,1309747160,0
UMTS,208,1,1312,15796898,0,0.270538,49.473495,1000,2,1,1308904087,1308904087,0
UMTS,208,1,1312,15823097,0,0.27259826660156,49.470748901367,1000,1,1,1308904099,1308904099,0
UMTS,208,1,1312,15796897,0,0.28587,49.474412,2234,3,1,1308983841,1408433804,0
UMTS,208,1,1312,15794867,0,0.273514,49.468002,1000,3,1,1308983841,1380767294,0
UMTS,208,1,1312,15806798,0,0.273361,49.46022,1000,9,1,1308904169,1308904169,0
GSM,208,1,37122,1589,0,0.27122497558594,49.45426940918,1000,2,1,1308904176,1308904176,0
UMTS,208,1,25362,61687554,0,0.273579,49.440188,2635,63,1,1308983841,1309747080,0
UMTS,208,1,25362,61680896,0,0.260237,49.419695,3627,34,1,1308983841,1309746818,0
UMTS,208,1,25362,61711436,0,0.268053,49.434198,5038,26,1,1308983841,1309747009,0
UMTS,208,1,25362,61689601,0,0.271764,49.414787,1000,28,1,1308983841,1309746829,0
UMTS,208,1,25362,61689602,0,0.263157,49.402771,1000,8,1,1308904555,1308904555,0
GSM,208,1,22785,63499,0,0.2249,49.38161,11117,1000,1,1308983841,1637927061,0
GSM,208,1,22785,63498,0,0.242371,49.349763,12263,841,1,1308983841,1626964658,0
GSM,208,1,22785,53084,0,0.276271,49.314362,11246,273,1,1308983842,1628624739,0
GSM,208,1,37122,17797,0,0.296098,49.324825,3677,27,1,1308905030,1308905030,0
GSM,208,1,37122,57611,0,0.308762,49.320145,1000,3,1,1308905040,1308905040,0
UMTS,208,1,1312,15827255,0,0.306931,49.319992,1000,9,1,1308905066,1308905066,0
UMTS,208,1,1312,15850448,0,0.30830383300781,49.32243347168,1000,2,1,1308904984,1308904984,0
GSM,208,1,22785,695,0,0.311881,49.316949,23137,103,1,1308983842,1697568397,0
GSM,208,1,22785,28709,0,0.264568,49.297812,9891,102,1,1308983842,1697568397,0
GSM,208,1,22785,8896,0,0.105721,49.259624,9766,103,1,1308983842,1697653078,0
UMTS,208,1,25362,61669531,0,0.235831,49.298228,3802,35,1,1308905324,1308905324,0
UMTS,208,1,25362,61710508,0,0.174154,49.26919,8457,22,1,1308905487,1308905487,0
UMTS,208,1,25362,61669533,0,0.192946,49.281137,1950,14,1,1308905383,1308905383,0
UMTS,208,1,25362,61669532,0,0.194549,49.279175,1000,6,1,1308905374,1308905374,0
UMTS,208,1,25362,61731145,0,0.117975,49.260281,2174,27,1,1308905624,1308905624,0
UMTS,208,1,25362,61684481,0,0.10368347167969,49.257888793945,1000,1,1,1308905591,1308905591,0
GSM,208,1,22785,37708,0,0.06481,49.25661,9065,126,1,1308983843,1693999640,0
GSM,208,1,22785,694,0,0.03483,49.2495,20752,105,1,1308983843,1692016314,0
GSM,208,1,22785,40684,0,-0.028305,49.241287,3726,104,1,1308983843,1695061252,0
UMTS,208,1,25362,61669400,0,-0.039945,49.237906,2313,29,1,1308905949,1308905949,0
UMTS,208,1,25362,61669402,0,-0.095236,49.224906,7000,52,1,1308906321,1308906321,0
